马匹名称,出生地 / 馬齡,毛色 / 性別,進口類別,今季獎金*,總獎金*,冠-亞-季-總出賽次數*,最近十個賽馬日出賽場數,現在位置(到達日期),進口日期,練馬師,馬主,現時評分,季初評分,父系,母系,外祖父,同父系馬,自購馬來港前賽事片段
精明勇駿,澳洲 / 7,棗 / 閹,自購新馬,$0,"$3,739,675",3-7-1-40,0,從化(01/11/2024),05/07/2021,蘇偉賢,黃少華,42,42,Holy Roman Emperor,Tequilakoko,Galileo,馬特峰顏色大皇好勁力旅遊高球競駿皇者讓愛高飛,
駿彩飛馳,澳洲 / 4,栗 / 閹,自購新馬,$0,$0,0-0-0-5,1,香港(19/12/2023),19/12/2023,蔡約翰,榮儷芳,42,48,Churchill,Pure Choice,Choisir,美麗之光安遇安熠夢幻駿駒飛黃駿奕快車喜智駒K262嘉應傳承恒之有道華美之威,
精算特殊,紐西蘭 / 5,棕 / 閹,自購新馬,"$286,650","$1,345,500",1-1-2-16,1,香港(20/02/2023),20/02/2023,容天鵬,精算團體,42,42,Unusual Suspect,Delgatie Pearl,Perfectly Ready,沒有,
伶俐驫駒,紐西蘭 / 5,棗 / 閹,自購新馬,$0,"$1,563,750",1-2-2-17,0,香港(31/07/2024),09/08/2022,容天鵬,余若星醫生、余文灝醫生與余文昕醫生,42,42,Satono Aladdin,Lemonade,Bertolini,超平凡皇帝英豪健而快同寶寶定數,
紅旺繽紛,澳洲 / 3,棗 / 閹,自購新馬,$0,$0,0-0-0-8,2,香港(07/11/2024),19/12/2023,葉楚航,俊暉團體,42,47,Epaulette,Our Lonnie,Lonhro,綫路高陞合夥奔馳真感K264幸運遇見開運王巴基之勝,
威力飛彈,澳洲 / 7,棗 / 閹,自購馬,"$490,000","$2,040,675",2-3-1-29,1,香港(07/08/2024),27/09/2021,鄭俊偉,曾向東,41,34,Smart Missile,Ocean Tempest,Bel Esprit,特別美麗新強福盈風采人生堅又威高明力量艾彼奧聰明導彈K300背背龍綠色好運友愛心得工程小子劍山鋒荃程路通,
新強福盈,澳洲 / 4,棗 / 閹,自購新馬,"$245,700","$625,950",0-1-1-11,0,從化(29/09/2024),31/07/2023,廖康銘,倫國偉、倫宇恒與吳錦坤,41,40,Smart Missile,Vegas Strip,Snitzel,特別美麗威力飛彈風采人生堅又威高明力量艾彼奧聰明導彈K300背背龍綠色好運友愛心得工程小子劍山鋒荃程路通,
時時如意,紐西蘭 / 4,灰 / 閹,自購新馬,$0,"$93,600",0-0-0-6,1,香港(23/08/2024),19/10/2023,巫偉傑,王錦汶,41,45,U S Navy Flag,The Grey Lady,Reliable Man,將義康昌之星翠湖烈風江南勇士日頌月讚超勁火力戀愛狂富國兄弟碧海藍天樂勝天下,
龍騰飛翔,紐西蘭 / 7,棗 / 閹,自購新馬,$0,"$4,667,450",3-5-6-45,1,香港(12/11/2024),18/01/2021,葉楚航,張翼雄,41,45,Per Incanto,Crepe de Chine,Pins,有財有勢友瑩仁水晶酒杯天火同心獎星綫路光驊顏色王子完美演繹金運來仁仁之寶添開心我為您K219K297幸運芙蓉仁仁有餘心雄雄問鼎巔峰精算暴雪彩虹七色世界籐王威武寶寶陸知質數聯歡兒大浪園田木火同明,
勇創派對,紐西蘭 / 7,棗 / 閹,自購新馬,$0,"$4,055,050",2-7-0-36,1,香港(22/06/2024),20/01/2021,蘇偉賢,勇創團體,41,43,Contributer,Bonnie Tyler,Darci Brahma,火焰閃爍開心老友飛躍成就帝豪勝駒錢多多,
雙天寳馬,愛爾蘭 / 3,栗 / 閹,自購新馬,$0,"$23,400",0-0-0-7,2,香港(04/11/2023),04/11/2023,鄭俊偉,熱門團體,41,44,Cotai Glory,Ibtasama,Street Cry,巴薩諾瓦電路十號,
醒目勇駒,澳洲 / 10,棗 / 閹,自購馬,"$520,625","$6,542,425",5-5-8-82,2,香港(09/11/2024),18/06/2018,蘇偉賢,明肇森遺產執行人,41,38,Delago Deluxe,Aemilee,Grand Lodge,開心五月,
先到先得,紐西蘭 / 4,棗 / 閹,自購新馬,"$81,900","$193,050",0-0-0-7,1,從化(06/11/2024),24/08/2023,蔡約翰,鍾韙㻺,41,46,Sacred Falls,Pleased,Savabeel,本領非凡觔斗雲盈好威楓你知我得,
陽明閃耀,澳洲 / 4,棗 / 閹,自購新馬,$0,$0,0-0-0-5,2,從化(11/11/2024),21/09/2023,蔡約翰,黃潘潔慧,41,47,Pride Of Dubai,Sell In May,Starcraft,輕功猛男皇仁福星金鎗武士連連歡呼至尊高超七彩雲珠運高八斗太行美景凡喜觀萬物,
精明選擇,澳洲 / 4,灰 / 閹,自購新馬,"$367,500","$835,500",0-3-0-13,2,香港(30/09/2024),18/09/2023,伍鵬志,李宇聲與李國基遺產執行人,41,44,Good Journey,Unbridled Ambiance,Unbridled Time,專家,
青春力量,意大利 / 4,棗 / 閹,自購馬,"$573,125","$627,150",1-0-0-17,3,香港(09/11/2024),18/03/2023,大衛希斯,青年人團體,41,35,Blu Constellation,Hidden Agenda,Avonbridge,沒有,
宇宙動力,紐西蘭 / 5,棗 / 閹,自購新馬,"$369,725","$907,925",0-1-5-14,2,香港(21/10/2023),13/09/2022,鄭俊偉,胡偉林,40,41,Darci Brahma,Chant,Traditionally,健康之星得勝多富存寶馬獵狐者勁金駿星H349科創世紀鋼鐵戰士歡樂至寶金滙千帥勁速威龍極速滿貫,
花好月盈,澳洲 / 6,棗 / 閹,國際拍賣會新馬,"$236,250","$1,277,550",1-1-2-15,1,香港(19/09/2024),18/01/2023,黎昭昇,包大偉,40,39,Deep Field,She's A Stalker,Ferocity,旺旺昇叻魅影獵飛好瑪威威熾烈神駒驍勇者加州得力加州代表加州德至龍之光川河帥駒南區旺電路豪傑電路七號勇者無敵瑤瑤日上勇威神駒鑽飾翱翔快樂老撾吉祥寶對衡之星安都隼閣川河型駒威武良駒金玉良言華麗活力逍遙人生千杯敬典火神神樂嫡愛心超級龍珠春風萬里K216K236K263K271K292八駿高昇一石二鳥盛載富祿幸運旅程智智多寶加飯綠族無限貓山王魅力一心包裝伯樂勝萬金綠水青山機械騎士時間寶自強不息深心星揚威四方海綿寶寶川河動駒星光快驅糖不甩飛躍精英真好運旺旺神駒添喜運中華盛景赤壁銳高爆笑遨遊氣泡紅錢到怡昌奇兵優悠俠,
夢幻駿駒,澳洲 / 4,棗 / 閹,自購新馬,"$321,600","$432,750",0-1-0-11,2,香港(03/09/2024),18/09/2023,方嘉柏,馬廷雄,40,41,Churchill,Dixie's Comet,Northern Meteor,美麗之光安遇安熠飛黃駿奕快車喜智駒K262嘉應傳承恒之有道駿彩飛馳華美之威,
富裕君子,紐西蘭 / 4,棗 / 閹,自購新馬,$0,$0,0-0-0-6,1,香港(17/10/2024),05/06/2023,方嘉柏,Tony Stradmoor、李思權、Norman Stradmoor與Russell Stradmoor,40,42,Derryn,Waiana Gold,Gold Centre,唯美主義閃光燈觀眾之力電訊龍駒觀天下,
